case,dataset,suite,system,system_name,root_cause_service,fault,fault_description,repetition,inject_time,n_metrics,n_timesteps,time_start,time_end,duration_minutes,normal_timesteps,faulty_timesteps,has_logs,n_logs,has_traces,n_traces,has_root_cause_file
re1tt_ts-route-service_delay_3,RE1-TT,RE1,tt,Train Ticket,ts-route-service,delay,network delay,3,1693256087,215,961,1693255607,1693256567,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_delay_4,RE1-TT,RE1,tt,Train Ticket,ts-route-service,delay,network delay,4,1693282644,204,961,1693282164,1693283124,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_delay_5,RE1-TT,RE1,tt,Train Ticket,ts-route-service,delay,network delay,5,1693307471,202,961,1693306991,1693307951,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_disk_1,RE1-TT,RE1,tt,Train Ticket,ts-route-service,disk,disk I/O stress,1,1702382226,221,721,1702381866,1702382586,12.0,360,361,False,0,False,0,False
re1tt_ts-route-service_disk_2,RE1-TT,RE1,tt,Train Ticket,ts-route-service,disk,disk I/O stress,2,1702395003,238,721,1702394643,1702395363,12.0,360,361,False,0,False,0,False
re1tt_ts-route-service_disk_3,RE1-TT,RE1,tt,Train Ticket,ts-route-service,disk,disk I/O stress,3,1702395993,238,721,1702395633,1702396353,12.0,360,361,False,0,False,0,False
re1tt_ts-route-service_disk_4,RE1-TT,RE1,tt,Train Ticket,ts-route-service,disk,disk I/O stress,4,1702397014,238,721,1702396654,1702397374,12.0,360,361,False,0,False,0,False
re1tt_ts-route-service_disk_5,RE1-TT,RE1,tt,Train Ticket,ts-route-service,disk,disk I/O stress,5,1702397991,238,721,1702397631,1702398351,12.0,360,361,False,0,False,0,False
re1tt_ts-route-service_loss_1,RE1-TT,RE1,tt,Train Ticket,ts-route-service,loss,network packet loss,1,1693330546,200,961,1693330066,1693331026,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_loss_2,RE1-TT,RE1,tt,Train Ticket,ts-route-service,loss,network packet loss,2,1693233614,221,961,1693233134,1693234094,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_loss_3,RE1-TT,RE1,tt,Train Ticket,ts-route-service,loss,network packet loss,3,1693259831,218,961,1693259351,1693260311,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_loss_4,RE1-TT,RE1,tt,Train Ticket,ts-route-service,loss,network packet loss,4,1693284993,202,961,1693284513,1693285473,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_loss_5,RE1-TT,RE1,tt,Train Ticket,ts-route-service,loss,network packet loss,5,1693309791,203,961,1693309311,1693310271,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_mem_1,RE1-TT,RE1,tt,Train Ticket,ts-route-service,mem,memory stress,1,1693329352,200,961,1693328872,1693329832,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_mem_2,RE1-TT,RE1,tt,Train Ticket,ts-route-service,mem,memory stress,2,1693337820,198,961,1693337340,1693338300,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_mem_3,RE1-TT,RE1,tt,Train Ticket,ts-route-service,mem,memory stress,3,1693344158,199,961,1693343678,1693344638,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_mem_4,RE1-TT,RE1,tt,Train Ticket,ts-route-service,mem,memory stress,4,1693348147,198,961,1693347667,1693348627,16.0,480,481,False,0,False,0,False
re1tt_ts-route-service_mem_5,RE1-TT,RE1,tt,Train Ticket,ts-route-service,mem,memory stress,5,1693351700,199,961,1693351220,1693352180,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_cpu_1,RE1-TT,RE1,tt,Train Ticket,ts-train-service,cpu,CPU stress,1,1693197647,222,961,1693197167,1693198127,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_cpu_2,RE1-TT,RE1,tt,Train Ticket,ts-train-service,cpu,CPU stress,2,1693234802,221,961,1693234322,1693235282,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_cpu_3,RE1-TT,RE1,tt,Train Ticket,ts-train-service,cpu,CPU stress,3,1693261071,218,961,1693260591,1693261551,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_cpu_4,RE1-TT,RE1,tt,Train Ticket,ts-train-service,cpu,CPU stress,4,1693286203,202,961,1693285723,1693286683,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_cpu_5,RE1-TT,RE1,tt,Train Ticket,ts-train-service,cpu,CPU stress,5,1693310996,203,961,1693310516,1693311476,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_delay_1,RE1-TT,RE1,tt,Train Ticket,ts-train-service,delay,network delay,1,1693198894,222,961,1693198414,1693199374,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_delay_2,RE1-TT,RE1,tt,Train Ticket,ts-train-service,delay,network delay,2,1693235989,221,961,1693235509,1693236469,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_delay_3,RE1-TT,RE1,tt,Train Ticket,ts-train-service,delay,network delay,3,1693262326,220,961,1693261846,1693262806,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_delay_4,RE1-TT,RE1,tt,Train Ticket,ts-train-service,delay,network delay,4,1693287424,204,961,1693286944,1693287904,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_delay_5,RE1-TT,RE1,tt,Train Ticket,ts-train-service,delay,network delay,5,1693312203,204,961,1693311723,1693312683,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_disk_1,RE1-TT,RE1,tt,Train Ticket,ts-train-service,disk,disk I/O stress,1,1702383178,224,721,1702382818,1702383538,12.0,360,361,False,0,False,0,False
re1tt_ts-train-service_disk_2,RE1-TT,RE1,tt,Train Ticket,ts-train-service,disk,disk I/O stress,2,1702399003,238,721,1702398643,1702399363,12.0,360,361,False,0,False,0,False
re1tt_ts-train-service_disk_3,RE1-TT,RE1,tt,Train Ticket,ts-train-service,disk,disk I/O stress,3,1702399981,238,721,1702399621,1702400341,12.0,360,361,False,0,False,0,False
re1tt_ts-train-service_disk_4,RE1-TT,RE1,tt,Train Ticket,ts-train-service,disk,disk I/O stress,4,1702400985,238,721,1702400625,1702401345,12.0,360,361,False,0,False,0,False
re1tt_ts-train-service_disk_5,RE1-TT,RE1,tt,Train Ticket,ts-train-service,disk,disk I/O stress,5,1702401957,238,721,1702401597,1702402317,12.0,360,361,False,0,False,0,False
re1tt_ts-train-service_loss_1,RE1-TT,RE1,tt,Train Ticket,ts-train-service,loss,network packet loss,1,1693331741,202,961,1693331261,1693332221,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_loss_2,RE1-TT,RE1,tt,Train Ticket,ts-train-service,loss,network packet loss,2,1693238896,221,961,1693238416,1693239376,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_loss_3,RE1-TT,RE1,tt,Train Ticket,ts-train-service,loss,network packet loss,3,1693265327,218,961,1693264847,1693265807,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_loss_4,RE1-TT,RE1,tt,Train Ticket,ts-train-service,loss,network packet loss,4,1693290283,198,961,1693289803,1693290763,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_loss_5,RE1-TT,RE1,tt,Train Ticket,ts-train-service,loss,network packet loss,5,1693315021,198,961,1693314541,1693315501,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_mem_1,RE1-TT,RE1,tt,Train Ticket,ts-train-service,mem,memory stress,1,1693218967,220,961,1693218487,1693219447,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_mem_2,RE1-TT,RE1,tt,Train Ticket,ts-train-service,mem,memory stress,2,1693237224,226,961,1693236744,1693237704,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_mem_3,RE1-TT,RE1,tt,Train Ticket,ts-train-service,mem,memory stress,3,1693264015,218,961,1693263535,1693264495,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_mem_4,RE1-TT,RE1,tt,Train Ticket,ts-train-service,mem,memory stress,4,1693289066,198,961,1693288586,1693289546,16.0,480,481,False,0,False,0,False
re1tt_ts-train-service_mem_5,RE1-TT,RE1,tt,Train Ticket,ts-train-service,mem,memory stress,5,1693313826,198,961,1693313346,1693314306,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_cpu_1,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,cpu,CPU stress,1,1693221749,221,961,1693221269,1693222229,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_cpu_2,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,cpu,CPU stress,2,1693240079,221,961,1693239599,1693240559,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_cpu_3,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,cpu,CPU stress,3,1693266595,218,961,1693266115,1693267075,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_cpu_4,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,cpu,CPU stress,4,1693291482,198,961,1693291002,1693291962,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_cpu_5,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,cpu,CPU stress,5,1693316211,198,961,1693315731,1693316691,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_delay_1,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,delay,network delay,1,1693203716,220,961,1693203236,1693204196,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_delay_2,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,delay,network delay,2,1693339002,198,961,1693338522,1693339482,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_delay_3,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,delay,network delay,3,1693267872,220,961,1693267392,1693268352,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_delay_4,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,delay,network delay,4,1693292683,200,961,1693292203,1693293163,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_delay_5,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,delay,network delay,5,1693317400,200,961,1693316920,1693317880,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_disk_1,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,disk,disk I/O stress,1,1702384129,226,721,1702383769,1702384489,12.0,360,361,False,0,False,0,False
re1tt_ts-travel-service_disk_2,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,disk,disk I/O stress,2,1702402965,238,721,1702402605,1702403325,12.0,360,361,False,0,False,0,False
re1tt_ts-travel-service_disk_3,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,disk,disk I/O stress,3,1702403940,238,721,1702403580,1702404300,12.0,360,361,False,0,False,0,False
re1tt_ts-travel-service_disk_4,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,disk,disk I/O stress,4,1702404946,238,721,1702404586,1702405306,12.0,360,361,False,0,False,0,False
re1tt_ts-travel-service_disk_5,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,disk,disk I/O stress,5,1702405930,238,721,1702405570,1702406290,12.0,360,361,False,0,False,0,False
re1tt_ts-travel-service_loss_1,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,loss,network packet loss,1,1693205685,227,961,1693205205,1693206165,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_loss_2,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,loss,network packet loss,2,1693341367,198,961,1693340887,1693341847,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_loss_3,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,loss,network packet loss,3,1693270276,201,961,1693269796,1693270756,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_loss_4,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,loss,network packet loss,4,1693295020,200,961,1693294540,1693295500,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_loss_5,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,loss,network packet loss,5,1693319708,201,961,1693319228,1693320188,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_mem_1,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,mem,memory stress,1,1693361938,223,961,1693361458,1693362418,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_mem_2,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,mem,memory stress,2,1693340186,198,961,1693339706,1693340666,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_mem_3,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,mem,memory stress,3,1693345342,199,961,1693344862,1693345822,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_mem_4,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,mem,memory stress,4,1693349332,198,961,1693348852,1693349812,16.0,480,481,False,0,False,0,False
re1tt_ts-travel-service_mem_5,RE1-TT,RE1,tt,Train Ticket,ts-travel-service,mem,memory stress,5,1693363187,223,961,1693362707,1693363667,16.0,480,481,False,0,False,0,False
re2ob_checkoutservice_cpu_1,RE2-OB,RE2,ob,Online Boutique,checkoutservice,cpu,CPU stress,1,1705354566,72,1441,1705353846,1705355286,24.0,720,721,True,171322,True,391997,False
re2ob_checkoutservice_cpu_2,RE2-OB,RE2,ob,Online Boutique,checkoutservice,cpu,CPU stress,2,1708475361,74,930,1708474641,1708475570,15.5,720,210,True,110067,True,199960,False
re2ob_checkoutservice_cpu_3,RE2-OB,RE2,ob,Online Boutique,checkoutservice,cpu,CPU stress,3,1705623539,74,1441,1705622819,1705624259,24.0,720,721,True,178461,True,408211,False
re2ob_checkoutservice_delay_1,RE2-OB,RE2,ob,Online Boutique,checkoutservice,delay,network delay,1,1705666511,75,1441,1705665791,1705667231,24.0,720,721,True,177868,True,405229,False
re2ob_checkoutservice_delay_2,RE2-OB,RE2,ob,Online Boutique,checkoutservice,delay,network delay,2,1705668921,75,1441,1705668201,1705669641,24.0,720,721,True,175563,True,402454,False
re2ob_checkoutservice_delay_3,RE2-OB,RE2,ob,Online Boutique,checkoutservice,delay,network delay,3,1705671342,75,1441,1705670622,1705672062,24.0,720,721,True,177282,True,404907,False
re2ob_checkoutservice_disk_1,RE2-OB,RE2,ob,Online Boutique,checkoutservice,disk,disk I/O stress,1,1705373910,74,1441,1705373190,1705374630,24.0,720,721,True,171176,True,391053,False
re2ob_checkoutservice_disk_2,RE2-OB,RE2,ob,Online Boutique,checkoutservice,disk,disk I/O stress,2,1705765528,69,1441,1705764808,1705766248,24.0,720,721,True,179481,True,407608,False
re2ob_checkoutservice_disk_3,RE2-OB,RE2,ob,Online Boutique,checkoutservice,disk,disk I/O stress,3,1705767825,70,1441,1705767105,1705768545,24.0,720,721,True,179376,True,410342,False
re2ob_checkoutservice_loss_1,RE2-OB,RE2,ob,Online Boutique,checkoutservice,loss,network packet loss,1,1705376266,74,1441,1705375546,1705376986,24.0,720,721,True,168467,True,385793,False
re2ob_checkoutservice_loss_2,RE2-OB,RE2,ob,Online Boutique,checkoutservice,loss,network packet loss,2,1705673762,75,1441,1705673042,1705674482,24.0,720,721,True,177193,True,406092,False
re2ob_checkoutservice_loss_3,RE2-OB,RE2,ob,Online Boutique,checkoutservice,loss,network packet loss,3,1708489141,73,1441,1708488421,1708489861,24.0,720,721,True,177015,True,402659,False
re2ob_checkoutservice_mem_1,RE2-OB,RE2,ob,Online Boutique,checkoutservice,mem,memory stress,1,1705462070,70,1441,1705461350,1705462790,24.0,720,721,True,178020,True,405917,False
re2ob_checkoutservice_mem_2,RE2-OB,RE2,ob,Online Boutique,checkoutservice,mem,memory stress,2,1705626077,75,1004,1705625357,1705626360,16.7,720,284,True,122905,True,327148,False
re2ob_checkoutservice_mem_3,RE2-OB,RE2,ob,Online Boutique,checkoutservice,mem,memory stress,3,1705627856,75,1441,1705627136,1705628576,24.0,720,721,True,178797,True,408171,False
re2ob_checkoutservice_socket_1,RE2-OB,RE2,ob,Online Boutique,checkoutservice,socket,socket exhaustion,1,1705656313,77,1441,1705655593,1705657033,24.0,720,721,True,177376,True,404289,False
re2ob_checkoutservice_socket_2,RE2-OB,RE2,ob,Online Boutique,checkoutservice,socket,socket exhaustion,2,1705660355,75,1441,1705659635,1705661075,24.0,720,721,True,176899,True,404599,False
re2ob_checkoutservice_socket_3,RE2-OB,RE2,ob,Online Boutique,checkoutservice,socket,socket exhaustion,3,1705664091,75,1441,1705663371,1705664811,24.0,720,721,True,179060,True,408384,False
re2ob_currencyservice_cpu_1,RE2-OB,RE2,ob,Online Boutique,currencyservice,cpu,CPU stress,1,1705682817,75,1441,1705682097,1705683537,24.0,720,721,True,175589,True,401542,False
re2ob_currencyservice_cpu_2,RE2-OB,RE2,ob,Online Boutique,currencyservice,cpu,CPU stress,2,1705685216,75,1441,1705684496,1705685936,24.0,720,721,True,175593,True,401017,False
re2ob_currencyservice_cpu_3,RE2-OB,RE2,ob,Online Boutique,currencyservice,cpu,CPU stress,3,1705687618,75,1441,1705686898,1705688338,24.0,720,721,True,176460,True,403800,False
re2ob_currencyservice_delay_1,RE2-OB,RE2,ob,Online Boutique,currencyservice,delay,network delay,1,1705702012,76,1441,1705701292,1705702732,24.0,720,721,True,161224,True,383583,False
re2ob_currencyservice_delay_2,RE2-OB,RE2,ob,Online Boutique,currencyservice,delay,network delay,2,1705704343,76,1441,1705703623,1705705063,24.0,720,721,True,115001,True,385915,False
re2ob_currencyservice_delay_3,RE2-OB,RE2,ob,Online Boutique,currencyservice,delay,network delay,3,1705706604,76,1441,1705705884,1705707324,24.0,720,721,True,113758,True,379232,False
re2ob_currencyservice_disk_1,RE2-OB,RE2,ob,Online Boutique,currencyservice,disk,disk I/O stress,1,1705386669,74,1441,1705385949,1705387389,24.0,720,721,True,157693,True,361288,False
re2ob_currencyservice_disk_2,RE2-OB,RE2,ob,Online Boutique,currencyservice,disk,disk I/O stress,2,1705692434,76,1441,1705691714,1705693154,24.0,720,721,True,173181,True,396097,False
re2ob_currencyservice_disk_3,RE2-OB,RE2,ob,Online Boutique,currencyservice,disk,disk I/O stress,3,1705694833,76,1441,1705694113,1705695553,24.0,720,721,True,175844,True,403324,False
re2ob_currencyservice_loss_1,RE2-OB,RE2,ob,Online Boutique,currencyservice,loss,network packet loss,1,1705388941,74,1441,1705388221,1705389661,24.0,720,721,True,131836,True,286200,False
re2ob_currencyservice_loss_2,RE2-OB,RE2,ob,Online Boutique,currencyservice,loss,network packet loss,2,1705708871,76,1441,1705708151,1705709591,24.0,720,721,True,124718,True,365309,False
re2ob_currencyservice_loss_3,RE2-OB,RE2,ob,Online Boutique,currencyservice,loss,network packet loss,3,1705711158,75,1441,1705710438,1705711878,24.0,720,721,True,154624,True,354303,False
re2ob_currencyservice_mem_1,RE2-OB,RE2,ob,Online Boutique,currencyservice,mem,memory stress,1,1705464519,70,1441,1705463799,1705465239,24.0,720,721,True,165696,True,379084,False
re2ob_currencyservice_mem_2,RE2-OB,RE2,ob,Online Boutique,currencyservice,mem,memory stress,2,1705749889,75,1441,1705749169,1705750609,24.0,720,721,True,169354,True,387124,False
re2ob_currencyservice_mem_3,RE2-OB,RE2,ob,Online Boutique,currencyservice,mem,memory stress,3,1705690057,76,1441,1705689337,1705690777,24.0,720,721,True,168823,True,385054,False
re2ob_currencyservice_socket_1,RE2-OB,RE2,ob,Online Boutique,currencyservice,socket,socket exhaustion,1,1705479661,71,1441,1705478941,1705480381,24.0,720,721,True,178239,True,406431,False
re2ob_currencyservice_socket_2,RE2-OB,RE2,ob,Online Boutique,currencyservice,socket,socket exhaustion,2,1705697241,76,1441,1705696521,1705697961,24.0,720,721,True,174759,True,399964,False
re2ob_currencyservice_socket_3,RE2-OB,RE2,ob,Online Boutique,currencyservice,socket,socket exhaustion,3,1705699619,76,1441,1705698899,1705700339,24.0,720,721,True,174617,True,398334,False
re2ob_emailservice_cpu_1,RE2-OB,RE2,ob,Online Boutique,emailservice,cpu,CPU stress,1,1705350165,72,1441,1705349445,1705350885,24.0,720,721,True,171212,True,392420,False
re2ob_emailservice_cpu_2,RE2-OB,RE2,ob,Online Boutique,emailservice,cpu,CPU stress,2,1705592998,74,1441,1705592278,1705593718,24.0,720,721,True,179964,True,410139,False
re2ob_emailservice_cpu_3,RE2-OB,RE2,ob,Online Boutique,emailservice,cpu,CPU stress,3,1705595469,74,1441,1705594749,1705596189,24.0,720,721,True,180925,True,412741,False
re2ob_emailservice_delay_1,RE2-OB,RE2,ob,Online Boutique,emailservice,delay,network delay,1,1705733346,74,1441,1705732626,1705734066,24.0,720,721,True,178258,True,406121,False
re2ob_emailservice_delay_2,RE2-OB,RE2,ob,Online Boutique,emailservice,delay,network delay,2,1705735702,74,1441,1705734982,1705736422,24.0,720,721,True,178743,True,406019,False
re2ob_emailservice_delay_3,RE2-OB,RE2,ob,Online Boutique,emailservice,delay,network delay,3,1705738059,74,1441,1705737339,1705738779,24.0,720,721,True,178830,True,407306,False
re2ob_emailservice_disk_1,RE2-OB,RE2,ob,Online Boutique,emailservice,disk,disk I/O stress,1,1705370095,73,1441,1705369375,1705370815,24.0,720,721,True,168998,True,387034,False
re2ob_emailservice_disk_2,RE2-OB,RE2,ob,Online Boutique,emailservice,disk,disk I/O stress,2,1705602964,74,1441,1705602244,1705603684,24.0,720,721,True,180028,True,409530,False
re2ob_emailservice_disk_3,RE2-OB,RE2,ob,Online Boutique,emailservice,disk,disk I/O stress,3,1705719294,75,1441,1705718574,1705720014,24.0,720,721,True,162740,True,369748,False
re2ob_emailservice_loss_1,RE2-OB,RE2,ob,Online Boutique,emailservice,loss,network packet loss,1,1705351632,72,1441,1705350912,1705352352,24.0,720,721,True,169916,True,386467,False
re2ob_emailservice_loss_2,RE2-OB,RE2,ob,Online Boutique,emailservice,loss,network packet loss,2,1705740414,74,1441,1705739694,1705741134,24.0,720,721,True,179209,True,410063,False
re2ob_emailservice_loss_3,RE2-OB,RE2,ob,Online Boutique,emailservice,loss,network packet loss,3,1705742773,74,1441,1705742053,1705743493,24.0,720,721,True,177244,True,402931,False
re2ob_emailservice_mem_1,RE2-OB,RE2,ob,Online Boutique,emailservice,mem,memory stress,1,1705475505,71,1441,1705474785,1705476225,24.0,720,721,True,177387,True,404657,False
re2ob_emailservice_mem_2,RE2-OB,RE2,ob,Online Boutique,emailservice,mem,memory stress,2,1705597985,74,1441,1705597265,1705598705,24.0,720,721,True,178461,True,406048,False
re2ob_emailservice_mem_3,RE2-OB,RE2,ob,Online Boutique,emailservice,mem,memory stress,3,1705600502,74,1441,1705599782,1705601222,24.0,720,721,True,177171,True,395523,False
re2ob_emailservice_socket_1,RE2-OB,RE2,ob,Online Boutique,emailservice,socket,socket exhaustion,1,1705726260,74,1441,1705725540,1705726980,24.0,720,721,True,179307,True,408640,False
re2ob_emailservice_socket_2,RE2-OB,RE2,ob,Online Boutique,emailservice,socket,socket exhaustion,2,1705728625,74,1441,1705727905,1705729345,24.0,720,721,True,180421,True,410667,False
re2ob_emailservice_socket_3,RE2-OB,RE2,ob,Online Boutique,emailservice,socket,socket exhaustion,3,1705730978,74,1441,1705730258,1705731698,24.0,720,721,True,177851,True,406622,False
re2ob_productcatalogservice_cpu_1,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,cpu,CPU stress,1,1705340542,71,1441,1705339822,1705341262,24.0,720,721,True,172220,True,393266,False
re2ob_productcatalogservice_cpu_2,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,cpu,CPU stress,2,1705486848,70,1441,1705486128,1705487568,24.0,720,721,True,175280,True,400287,False
re2ob_productcatalogservice_cpu_3,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,cpu,CPU stress,3,1705489222,70,1441,1705488502,1705489942,24.0,720,721,True,177166,True,404922,False
re2ob_productcatalogservice_delay_1,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,delay,network delay,1,1705394578,71,1441,1705393858,1705395298,24.0,720,721,True,160317,True,365023,False
re2ob_productcatalogservice_delay_2,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,delay,network delay,2,1705514496,72,1441,1705513776,1705515216,24.0,720,721,True,158705,True,364200,False
re2ob_productcatalogservice_delay_3,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,delay,network delay,3,1705516829,73,1441,1705516109,1705517549,24.0,720,721,True,159592,True,365484,False
re2ob_productcatalogservice_disk_1,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,disk,disk I/O stress,1,1705360699,73,1441,1705359979,1705361419,24.0,720,721,True,167784,True,383516,False
re2ob_productcatalogservice_disk_2,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,disk,disk I/O stress,2,1705496111,72,1441,1705495391,1705496831,24.0,720,721,True,176391,True,402669,False
re2ob_productcatalogservice_disk_3,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,disk,disk I/O stress,3,1708472972,72,1441,1708472252,1708473692,24.0,720,721,True,175180,True,399976,False
re2ob_productcatalogservice_loss_1,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,loss,network packet loss,1,1705342830,72,1441,1705342110,1705343550,24.0,720,721,True,117601,True,254889,False
re2ob_productcatalogservice_loss_2,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,loss,network packet loss,2,1705519114,74,1441,1705518394,1705519834,24.0,720,721,True,120201,True,260357,False
re2ob_productcatalogservice_loss_3,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,loss,network packet loss,3,1705717097,75,1441,1705716377,1705717817,24.0,720,721,True,147887,True,333739,False
re2ob_productcatalogservice_mem_1,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,mem,memory stress,1,1705357616,72,1441,1705356896,1705358336,24.0,720,721,True,139074,True,317085,False
re2ob_productcatalogservice_mem_2,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,mem,memory stress,2,1705491651,71,1441,1705490931,1705492371,24.0,720,721,True,161661,True,320661,False
re2ob_productcatalogservice_mem_3,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,mem,memory stress,3,1705493908,71,1441,1705493188,1705494628,24.0,720,721,True,155910,True,276103,False
re2ob_productcatalogservice_socket_1,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,socket,socket exhaustion,1,1705392233,71,1441,1705391513,1705392953,24.0,720,721,True,168357,True,383626,False
re2ob_productcatalogservice_socket_2,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,socket,socket exhaustion,2,1705509677,71,1441,1705508957,1705510397,24.0,720,721,True,177026,True,402531,False
re2ob_productcatalogservice_socket_3,RE2-OB,RE2,ob,Online Boutique,productcatalogservice,socket,socket exhaustion,3,1705512067,71,1441,1705511347,1705512787,24.0,720,721,True,178806,True,407531,False
re2ob_recommendationservice_cpu_1,RE2-OB,RE2,ob,Online Boutique,recommendationservice,cpu,CPU stress,1,1705345765,72,1441,1705345045,1705346485,24.0,720,721,True,171429,True,391057,False
re2ob_recommendationservice_cpu_2,RE2-OB,RE2,ob,Online Boutique,recommendationservice,cpu,CPU stress,2,1705525832,74,1441,1705525112,1705526552,24.0,720,721,True,178115,True,406293,False
re2ob_recommendationservice_cpu_3,RE2-OB,RE2,ob,Online Boutique,recommendationservice,cpu,CPU stress,3,1705528257,74,1441,1705527537,1705528977,24.0,720,721,True,179564,True,410295,False
re2ob_recommendationservice_delay_1,RE2-OB,RE2,ob,Online Boutique,recommendationservice,delay,network delay,1,1705400377,71,1441,1705399657,1705401097,24.0,720,721,True,172404,True,393688,False
re2ob_recommendationservice_delay_2,RE2-OB,RE2,ob,Online Boutique,recommendationservice,delay,network delay,2,1705545315,74,1441,1705544595,1705546035,24.0,720,721,True,173760,True,396200,False
re2ob_recommendationservice_delay_3,RE2-OB,RE2,ob,Online Boutique,recommendationservice,delay,network delay,3,1705547762,74,1441,1705547042,1705548482,24.0,720,721,True,174200,True,396781,False
